RESEMAVAL,DISBELIEF,RELATIVISM,SCEPTICISM,AGE,EDUCATION,DEFIANCE,ReligCountry
0.364352,0.111111,0.0,0.22,20,3,0.333333,Religious
0.482269,0.5,0.0,0.33,25,3,0.386667,Secular
0.36,0.333333,0.0,0.22,49,2,0.0,Religious
0.290417,0.333333,0.333333,0.33,45,0,0.443333,Religious
0.269583,0.0,0.0,0.55,50,3,0.443333,Religious
0.41787,0.111111,0.333333,0.44,25,2,0.0,Religious
0.25625,0.055556,0.333333,0.66,41,3,0.0,Religious
0.2425,0.055556,0.333333,0.55,33,1,0.443333,Religious
0.339583,0.055556,0.0,0.0,82,2,0.0,Religious
0.35375,0.055556,0.666667,0.0,48,1,0.0,Religious
0.304167,0.222222,0.666667,0.22,40,2,0.166667,Religious
0.34625,0.0,0.0,0.22,64,1,0.0,Religious
0.235417,0.166667,0.333333,0.0,81,0,0.11,Religious
0.2625,0.0,0.0,0.553333,37,5,0.166667,Religious
0.242083,0.222222,1.0,0.0,86,1,0.553333,Religious
0.297917,0.555556,0.666667,0.44,26,2,0.333333,Secular
0.2425,0.111111,0.333333,0.11,52,1,0.333333,Religious
0.279537,0.332222,0.333333,0.773333,45,1,0.0,Religious
0.367083,0.055556,0.0,0.22,33,3,0.166667,Religious
0.27,0.0,0.333333,0.553333,52,3,0.443333,Religious
0.290833,0.166667,0.0,0.44,33,3,0.333333,Religious
0.346528,0.166667,0.0,0.55,27,3,0.386667,Religious
0.394167,0.166667,0.0,0.22,37,2,0.333333,Religious
0.32963,0.166667,0.0,0.22,43,1,0.22,Religious
0.172083,0.055556,0.0,0.44,27,2,0.333333,Religious
0.455741,0.111111,1.0,0.44,38,6,0.386667,Religious
0.339167,0.055556,0.0,0.0,63,3,0.103,Religious
0.401667,0.055556,0.0,0.44,52,1,0.166667,Religious
0.40875,0.277778,0.666667,0.0,51,1,0.0,Religious
0.367083,0.055556,0.333333,0.11,26,2,0.333333,Religious
0.389537,0.111111,0.0,0.22,29,2,0.11,Religious
0.237593,0.111111,0.666667,0.33,33,3,0.0,Religious
0.505417,0.277778,0.0,0.11,41,2,0.333333,Religious
0.0825,0.277778,0.333333,0.0,24,0,0.0,Religious
0.27,0.166667,0.0,0.33,41,1,0.166667,Religious
0.46375,0.111111,0.0,0.11,35,3,0.276667,Religious
0.186667,0.055556,0.0,0.22,35,1,0.0,Religious
0.43625,0.055556,0.0,0.44,32,2,0.0,Religious
0.346944,0.111111,1.0,0.0,60,1,0.0,Religious
0.25162,0.055556,0.333333,0.66,60,2,0.166667,Religious
0.15713,0.0,1.0,0.22,64,1,0.333333,Religious
0.229167,0.111111,0.0,0.11,46,1,0.166667,Religious
0.194167,0.111111,0.333333,0.11,34,1,0.0,Religious
0.397176,0.055556,0.666667,0.44,43,1,0.166667,Religious
0.21375,0.223,0.0,0.33,41,6,0.553333,Religious
0.274352,0.055556,0.333333,0.33,47,3,0.443333,Religious
0.152361,0.277778,0.666667,0.11,52,0,0.11,Religious
0.325417,0.055556,0.078,0.33,42,0,0.0,Religious
0.334259,0.0,0.666667,0.33,64,1,0.22,Religious
0.494537,0.333333,0.0,0.33,39,3,0.333333,Religious
0.297917,0.055556,0.666667,0.44,37,1,0.0,Religious
0.481852,0.388889,1.0,0.44,29,3,0.333333,Secular
0.454769,0.055556,0.666667,0.773333,31,3,0.0,Religious
0.173333,0.055556,0.333333,0.44,46,1,0.0,Religious
0.28375,0.222222,0.0,0.33,52,1,0.333333,Religious
0.341343,0.444444,0.333333,0.773333,32,3,0.333333,Secular
0.45,0.055556,0.0,0.33,66,1,0.11,Religious
0.316157,0.055556,1.0,0.44,54,0,0.333333,Religious
0.274352,0.0,0.666667,0.33,37,1,0.166667,Religious
0.130833,0.0,0.333333,0.0,43,1,0.22,Religious
0.272454,0.055556,0.0,0.553333,47,1,0.0,Religious
0.548981,0.055556,0.333333,0.776667,29,3,0.0,Religious
0.325,0.055556,0.333333,0.44,58,0,0.11,Religious
0.297083,0.055556,0.0,0.22,39,1,0.333333,Religious
0.273519,0.111111,1.0,0.11,19,3,0.166667,Religious
0.375926,0.055556,0.666667,0.44,30,3,0.333333,Religious
0.440741,0.111111,1.0,0.553333,34,2,0.333333,Religious
0.350602,0.111111,0.666667,0.55,42,1,0.443333,Religious
0.300093,0.055556,0.0,0.33,45,0,0.443333,Religious
0.27,0.0,0.333333,0.33,19,2,0.333333,Religious
0.435833,0.055556,0.666667,0.773333,45,2,0.166667,Religious
0.339583,0.111111,0.333333,0.22,59,2,0.166667,Religious
0.27,0.055556,0.0,0.11,45,1,0.11,Religious
0.173333,0.166667,0.333333,0.66,31,1,0.333333,Religious
0.269583,0.055556,0.0,0.22,45,1,0.0,Religious
0.523935,0.0,0.333333,0.55,23,3,0.443333,Religious
0.242083,0.055556,0.333333,0.22,51,0,0.22,Religious
0.230648,0.333333,1.0,0.33,62,0,0.11,Religious
0.457361,0.0,1.0,0.44,27,3,0.333333,Religious
0.4225,0.277778,0.333333,0.55,33,2,0.166667,Religious
0.13125,0.0,0.333333,0.886667,37,0,0.0,Religious
0.18162,0.055556,0.0,0.33,57,6,0.33,Religious
0.383704,0.0,0.0,0.22,32,2,0.0,Religious
0.380694,0.055556,0.0,0.22,45,2,0.0,Religious
0.422917,0.055556,0.666667,0.333333,50,0,0.11,Religious
0.297083,0.166667,0.0,0.44,43,2,0.0,Religious
0.269583,0.0,0.0,0.22,18,2,0.166667,Religious
0.367083,0.055556,0.0,0.333333,57,1,0.386667,Religious
0.387917,0.055556,0.0,0.33,38,1,0.0,Religious
0.408333,0.055556,0.0,0.33,25,1,0.0,Religious
0.21662,0.277778,0.0,0.11,20,2,0.443333,Religious
0.200417,0.111111,0.0,0.11,24,1,0.443333,Religious
0.418009,0.166667,1.0,0.0,28,1,0.11,Religious
0.36287,0.111111,0.333333,0.55,37,1,0.553333,Religious
0.34,0.0,0.333333,0.22,33,1,0.11,Religious
0.270417,0.055556,0.0,0.33,23,1,0.166667,Religious
0.307176,0.055556,0.666667,0.0,26,1,0.0,Religious
0.159167,0.222222,1.0,0.33,33,1,0.0,Religious
0.179583,0.0,1.0,0.33,49,6,0.333333,Religious
0.226296,0.333333,0.666667,0.11,42,3,0.333333,Religious
0.311667,0.055556,0.0,0.22,49,3,0.276667,Religious
0.35375,0.055556,0.0,0.66,29,1,0.0,Religious
0.19375,0.0,0.666667,0.55,38,3,0.276667,Religious
0.145417,0.055556,0.0,0.0,39,2,0.0,Religious
0.117083,0.111111,0.0,0.22,33,2,0.0,Religious
0.339583,0.055556,0.666667,0.11,45,1,0.0,Religious
0.394167,0.0,0.333333,0.44,27,6,0.166667,Religious
0.339444,0.0,0.0,0.44,32,5,0.166667,Religious
0.27162,0.055556,0.333333,0.0,41,2,0.166667,Religious
0.297083,0.166667,0.0,0.22,18,3,0.276667,Religious
0.17088,0.0,0.666667,0.33,58,2,0.11,Religious
0.24875,0.222222,0.0,0.0,33,2,0.0,Religious
0.27,0.0,0.0,0.33,25,6,0.166667,Religious
0.417593,0.333333,0.666667,0.0,54,0,0.443333,Religious
0.37537,0.388889,0.333333,0.11,21,3,0.276667,Secular
0.325417,0.055556,0.0,0.33,37,2,0.0,Religious
0.617083,0.0,0.0,0.22,52,3,0.11,Religious
0.297917,0.055556,0.0,0.33,46,2,0.0,Religious
0.415,0.055556,0.0,0.0,51,1,0.333333,Religious
0.250787,0.0,0.333333,0.22,24,3,0.333333,Religious
0.22875,0.055556,0.0,0.0,32,2,0.0,Religious
0.337407,0.055556,1.0,0.11,40,1,0.333333,Religious
0.291667,0.111111,0.333333,0.44,38,3,0.443333,Religious
0.528148,0.333333,0.333333,0.22,26,2,0.22,Religious
0.179583,0.055556,0.333333,0.33,58,2,0.11,Religious
0.297917,0.055556,1.0,0.22,23,3,0.0,Religious
0.130833,0.0,0.0,0.33,56,1,0.22,Religious
0.353194,0.111111,0.0,0.55,37,3,0.333333,Religious
0.297917,0.055556,0.0,0.776667,56,2,0.333333,Religious
0.535093,0.055556,0.0,0.44,33,3,0.0,Religious
0.177269,0.055556,1.0,0.44,26,3,0.166667,Religious
0.443611,0.055556,0.333333,0.773333,29,3,0.553333,Religious
0.368843,0.166667,0.333333,0.55,34,1,0.443333,Religious
0.32037,0.055556,0.333333,0.886667,41,2,0.166667,Religious
0.645833,0.166667,0.0,0.44,27,6,0.166667,Religious
0.40125,0.055556,0.0,0.33,46,3,0.333333,Religious
0.237176,0.055556,0.666667,0.0,47,1,0.166667,Religious
0.410787,0.275556,1.0,0.0,60,7,0.0,Religious
0.284722,0.055556,1.0,0.44,66,2,0.22,Religious
0.621296,0.111111,1.0,0.886667,53,3,0.333333,Religious
0.186667,0.111111,0.333333,0.11,27,5,0.333333,Religious
0.318333,0.111111,0.0,0.11,35,3,0.276667,Religious
0.389954,0.0,0.333333,0.44,50,3,0.0,Religious
0.325,0.222222,0.333333,0.33,40,3,0.386667,Religious
0.207083,0.111111,0.333333,0.44,23,3,0.333333,Religious
0.45,0.0,0.333333,0.55,60,1,0.276667,Religious
0.496019,0.0,0.0,0.55,33,3,0.443333,Religious
0.415417,0.055556,1.0,0.22,55,2,0.166667,Religious
0.325417,0.111111,0.333333,0.0,70,2,0.553333,Religious
0.305926,0.111111,0.666667,0.33,25,6,0.166667,Religious
0.363009,0.388889,0.0,0.33,27,5,0.443333,Secular
0.367083,0.111111,0.333333,0.66,70,1,0.103,Religious
0.249167,0.055556,0.0,0.33,52,6,0.11,Religious
0.415417,0.444444,0.0,0.11,39,6,0.333333,Secular
0.249583,0.0,0.0,0.0,25,6,0.0,Religious
0.3325,0.055556,0.0,0.33,20,3,0.276667,Religious
0.366806,0.333333,0.0,0.33,58,2,0.166667,Religious
0.459398,0.055556,1.0,0.0,72,5,0.11,Religious
0.272454,0.0,0.666667,0.33,39,1,0.0,Religious
0.359583,0.333333,0.333333,0.0,32,3,0.166667,Religious
0.380417,0.0,0.333333,0.33,30,2,0.166667,Religious
0.603472,0.277778,0.666667,0.0,38,1,0.0,Religious
0.443333,0.0,0.666667,0.44,43,1,0.166667,Religious
0.359167,0.388889,0.666667,0.11,26,1,0.333333,Secular
0.40125,0.0,0.0,0.33,19,3,0.333333,Religious
0.310833,0.0,0.666667,0.33,25,1,0.333333,Religious
0.338333,0.277778,0.333333,0.33,48,2,0.0,Religious
0.294907,0.111111,1.0,0.443333,44,1,0.166667,Religious
0.329769,0.277778,0.333333,0.33,46,2,0.166667,Religious
0.333333,0.0,0.666667,0.33,19,1,0.0,Religious
0.191435,0.055556,0.666667,0.22,47,1,0.0,Religious
0.307037,0.222222,0.666667,0.0,54,0,0.443333,Religious
0.436667,0.0,0.0,0.0,21,2,0.0,Religious
0.409167,0.055556,0.0,0.22,23,2,0.333333,Religious
0.269167,0.111111,0.0,0.0,57,1,0.443333,Religious
0.385046,0.111111,0.0,0.22,27,6,0.333333,Religious
0.177685,0.055556,1.0,0.44,40,3,0.22,Religious
0.27,0.0,0.0,0.0,34,2,0.0,Religious
0.397593,0.166667,0.0,0.44,46,3,0.0,Religious
0.436389,0.055556,1.0,0.0,40,3,0.333333,Religious
0.331667,0.111111,0.0,0.11,35,2,0.0,Religious
0.25625,0.055556,0.0,0.443333,43,1,0.11,Religious
0.262917,0.111111,0.666667,0.0,54,1,0.443333,Religious
0.31125,0.0,0.333333,0.333333,61,1,0.11,Religious
0.341759,0.111111,1.0,0.33,34,2,0.386667,Religious
0.402083,0.111111,1.0,0.33,29,2,0.11,Religious
0.304167,0.111111,0.0,0.0,62,0,0.166667,Religious
0.306759,0.111111,0.0,0.66,40,1,0.166667,Religious
0.538519,0.0,0.0,0.55,42,7,0.22,Religious
0.270833,0.388889,0.0,0.22,21,3,0.37327,Secular
0.214583,0.055556,0.666667,0.44,33,2,0.443333,Religious
0.482546,0.111111,0.666667,0.553333,40,2,0.11,Religious
0.3325,0.055556,0.0,0.11,28,3,0.166667,Religious
0.325417,0.055556,0.333333,0.0,31,3,0.166667,Religious
0.409167,0.166667,0.333333,0.33,35,3,0.166667,Religious
0.371852,0.055556,1.0,0.773333,40,2,0.443333,Religious
0.42562,0.055556,0.0,0.44,45,3,0.276667,Religious
0.556204,0.111111,0.0,0.22,30,3,0.333333,Religious
0.498333,0.055556,0.0,0.55,34,2,0.166667,Religious
0.35375,0.055556,0.333333,0.663333,43,1,0.11,Religious
0.394583,0.055556,1.0,0.33,50,1,0.166667,Religious
0.429722,0.0,0.666667,0.44,29,1,0.0,Religious
0.402083,0.277778,0.333333,0.0,66,1,0.443333,Religious
0.255833,0.166667,0.0,0.33,29,1,0.333333,Religious
0.179583,0.111111,0.333333,0.0,41,1,0.0,Religious
0.28375,0.0,0.0,0.44,49,1,0.333333,Religious
0.117083,0.055556,1.0,0.33,62,0,0.276667,Religious
0.422778,0.055556,0.333333,0.55,52,2,0.166667,Religious
0.421667,0.166667,0.0,0.443333,52,2,0.166667,Religious
0.38125,0.277778,0.666667,0.33,23,2,0.166667,Religious
0.505417,0.0,0.333333,0.0,53,1,0.11,Religious
0.546667,0.166667,0.0,0.33,27,2,0.0,Religious
0.415417,0.0,0.0,0.44,52,1,0.166667,Religious
0.21662,0.055556,0.0,0.33,38,3,0.11,Religious
0.23338,0.333333,1.0,0.22,33,2,0.0,Religious
0.341481,0.444444,0.666667,0.22,24,2,0.166667,Secular
0.477917,0.055556,0.333333,0.33,18,2,0.11,Religious
0.262917,0.055556,0.666667,0.22,57,1,0.333333,Religious
0.297917,0.111111,0.333333,0.11,40,3,0.0,Religious
0.28375,0.055556,0.0,0.22,76,1,0.386667,Religious
0.305,0.055556,0.0,0.0,53,1,0.0,Religious
0.27,0.222222,0.333333,0.44,30,2,0.333333,Religious
0.330185,0.0,0.666667,0.22,61,1,0.0,Religious
0.25625,0.111111,0.0,0.33,38,3,0.166667,Religious
0.112593,0.055556,0.666667,0.33,30,2,0.166667,Religious
0.409167,0.333333,0.333333,0.0,26,2,0.386667,Religious
0.374583,0.666667,0.0,0.22,50,1,0.0,Secular
0.415694,0.055556,1.0,0.22,32,1,0.333333,Religious
0.367083,0.055556,0.666667,0.0,53,0,0.333333,Religious
0.3875,0.111111,1.0,0.0,68,2,0.0,Religious
0.276667,0.055556,0.0,0.0,53,1,0.11,Religious
0.277083,0.055556,0.0,0.0,34,2,0.0,Religious
0.262917,0.0,0.0,0.55,40,1,0.166667,Religious
0.300926,0.055556,0.0,0.0,47,2,0.276667,Religious
0.442917,0.166667,0.0,0.0,30,1,0.166667,Religious
0.304583,0.222222,0.0,0.33,34,7,0.443333,Religious
0.31125,0.055556,0.0,0.11,56,1,0.0,Religious
0.436667,0.055556,0.0,0.44,35,6,0.333333,Religious
0.311667,0.0,0.0,0.33,34,2,0.333333,Religious
0.290833,0.166667,0.333333,0.33,30,3,0.276667,Religious
0.235417,0.111111,0.333333,0.55,73,1,0.0,Religious
0.395,0.111111,0.333333,0.22,36,5,0.0,Religious
0.390509,0.055556,1.0,0.55,57,1,0.22,Religious
0.185833,0.055556,0.0,0.0,29,6,0.333333,Religious
0.2,0.332222,0.333333,0.776667,20,0,0.22,Religious
0.12375,0.0,0.0,0.33,51,3,0.333333,Religious
0.249167,0.111111,0.0,0.0,37,3,0.11,Religious
0.34625,0.166667,0.0,0.663333,55,6,0.333333,Religious
0.394167,0.055556,0.666667,0.55,66,2,0.276667,Religious
0.533056,0.166667,1.0,0.33,36,2,0.22,Religious
0.389259,0.111111,0.666667,0.443333,55,0,0.22,Religious
0.417593,0.111111,1.0,0.55,60,0,0.166667,Religious
0.313704,0.0,1.0,0.44,40,1,0.0,Religious
0.411065,0.0,1.0,0.55,51,1,0.0,Religious
0.140093,0.055556,0.666667,0.55,47,2,0.443333,Religious
0.46838,0.055556,1.0,0.55,34,2,0.443333,Religious
0.31125,0.111111,1.0,0.11,58,0,0.443333,Religious
0.438843,0.0,0.666667,0.22,70,1,0.333333,Religious
0.474259,0.055556,0.666667,0.663333,57,2,0.11,Religious
0.297917,0.222222,0.333333,0.0,41,1,0.386667,Religious
0.317917,0.0,0.666667,0.22,49,2,0.11,Religious
0.15125,0.111111,0.0,0.0,35,6,0.166667,Religious
0.421667,0.055556,0.333333,0.0,60,1,0.333333,Religious
0.33875,0.0,0.0,0.0,41,1,0.11,Religious
0.429583,0.277778,0.333333,0.11,19,2,0.333333,Religious
0.320926,0.277778,0.666667,0.0,27,2,0.0,Religious
0.181898,0.277778,0.666667,0.33,38,1,0.11,Religious
0.200833,0.055556,0.0,0.11,60,2,0.11,Religious
0.621019,0.111111,1.0,0.33,46,3,0.166667,Religious
0.269167,0.111111,1.0,0.443333,52,1,0.0,Religious
0.409375,0.223,0.078,0.0,52,2,0.11,Religious
0.389537,0.223,0.333333,0.55,33,6,0.443333,Religious
0.653843,0.333333,1.0,0.0,32,2,0.24622,Religious
0.503657,0.166667,0.0,0.33,29,3,0.443333,Religious
0.406852,0.111111,1.0,0.44,60,1,0.202,Religious
0.332083,0.111111,0.0,0.44,38,3,0.276667,Religious
0.510463,0.111111,1.0,0.553333,64,1,0.276667,Religious
0.457222,0.055556,0.333333,0.33,62,1,0.22,Religious
0.505278,0.111111,1.0,0.22,49,2,0.443333,Religious
0.610694,0.055556,1.0,0.33,36,3,0.22,Religious
0.242222,0.055556,1.0,0.0,80,0,0.202,Religious
0.432176,0.055556,0.666667,0.44,35,1,0.496667,Religious
0.419769,0.055556,1.0,0.55,28,3,0.553333,Religious
0.237176,0.111111,0.0,0.44,39,2,0.202,Religious
0.331667,0.111111,0.666667,0.22,40,3,0.11,Religious
0.3175,0.611111,0.333333,0.33,25,3,0.166667,Secular
0.489074,0.0,1.0,0.33,57,1,0.276667,Religious
0.149352,0.055556,0.666667,0.0,50,0,0.553333,Religious
0.161065,0.055556,0.333333,0.11,21,2,0.443333,Religious
0.427269,0.166667,0.666667,0.44,33,2,0.553333,Religious
0.375648,0.055556,0.666667,0.22,40,1,0.0,Religious
0.352778,0.222222,1.0,0.0,44,0,0.443333,Religious
0.502037,0.0,1.0,0.22,36,1,0.0,Religious
0.269861,0.5,1.0,0.33,34,1,0.0,Secular
0.402361,0.277778,0.666667,0.22,38,0,0.333333,Religious
0.34625,0.111111,0.0,0.11,40,0,0.0,Religious
0.2625,0.277778,0.0,0.0,24,1,0.11,Religious
0.705463,0.166667,0.666667,0.773333,58,0,0.443333,Religious
0.442778,0.5,0.0,0.55,34,3,0.276667,Secular
0.473148,0.277778,1.0,0.0,49,2,0.0,Religious
0.431759,0.166667,0.0,0.11,40,3,0.166667,Religious
0.320648,0.0,1.0,0.11,50,3,0.166667,Religious
0.367778,0.166667,1.0,0.22,56,0,0.443333,Religious
0.295602,0.055556,0.666667,0.11,53,1,0.166667,Religious
0.23338,0.055556,0.333333,0.11,35,3,0.0,Religious
0.320648,0.0,0.333333,0.663333,56,1,0.166667,Religious
0.306204,0.111111,0.333333,0.663333,62,1,0.0,Religious
0.36,0.055556,0.333333,0.66,50,0,0.333333,Religious
0.28537,0.222222,1.0,0.55,36,2,0.443333,Religious
0.395,0.055556,0.333333,0.11,40,3,0.166667,Religious
0.443333,0.222222,0.666667,0.886667,21,3,0.166667,Religious
0.452176,0.023,1.0,0.22,46,1,0.166667,Religious
0.256111,0.055556,0.666667,0.33,49,2,0.166667,Religious
0.293426,0.166667,0.333333,0.553333,44,0,0.0,Religious
0.612454,0.0,1.0,0.44,24,2,0.166667,Religious
0.59,0.111111,0.666667,0.666667,55,0,0.11,Religious
0.355648,0.055556,0.666667,0.22,30,1,0.0,Religious
0.209676,0.111111,0.333333,0.11,24,2,0.0,Religious
0.412963,0.111111,0.666667,0.886667,28,1,0.333333,Religious
0.352778,0.055556,0.0,0.44,34,2,0.11,Religious
0.28375,0.055556,0.0,0.66,23,1,0.443333,Religious
0.3525,0.333333,1.0,0.22,27,1,0.11,Religious
0.4585,0.111111,0.666667,0.33,33,1,0.333333,Religious
0.262917,0.333333,0.333333,0.55,22,3,0.333333,Religious
0.124583,0.055556,0.333333,0.22,22,1,0.0,Religious
0.200417,0.111111,0.333333,0.55,19,2,0.0,Religious
0.325417,0.277778,0.666667,0.66,32,1,0.0,Religious
0.172917,0.111111,0.0,0.0,21,2,0.11,Religious
0.320787,0.055556,1.0,0.11,40,1,0.11,Religious
0.330046,0.055556,1.0,0.44,40,1,0.443333,Religious
0.126343,0.055556,0.0,0.11,18,2,0.333333,Religious
0.57037,0.055556,1.0,0.55,26,2,0.11,Religious
0.348565,0.055556,1.0,0.44,22,1,0.11,Religious
0.186667,0.0,0.0,0.22,43,1,0.22,Religious
0.374028,0.0,1.0,0.33,18,3,0.0,Religious
0.333542,0.333333,0.0,0.666667,30,0,0.11,Religious
0.295602,0.055556,0.666667,0.33,35,2,0.11,Religious
0.306204,0.055556,0.0,0.66,38,1,0.22,Religious
0.343935,0.055556,0.0,0.44,34,2,0.333333,Religious
0.221667,0.055556,1.0,0.443333,60,1,0.22,Religious
0.367083,0.0,0.666667,0.22,26,3,0.11,Religious
0.282294,0.055556,0.0,0.33,39,0,0.22,Religious
0.34625,0.055556,0.666667,0.44,50,0,0.333333,Religious
0.366667,0.055556,0.0,0.33,45,0,0.443333,Religious
0.262917,0.055556,0.0,0.44,28,1,0.11,Religious
0.227575,0.1505,0.0,0.44,29,2,0.443333,Religious
0.406019,0.111111,0.0,0.44,25,1,0.0,Religious
0.251759,0.055556,1.0,0.44,33,2,0.166667,Religious
0.280167,0.223,0.491,0.0,19,2,0.443333,Religious
0.34162,0.055556,1.0,0.33,20,3,0.0,Religious
0.422361,0.111111,1.0,0.33,35,1,0.11,Religious
0.230093,0.111111,0.666667,0.44,32,1,0.443333,Religious
0.274787,0.055556,0.0,0.33,49,0,0.22,Religious
0.455199,0.166667,0.0,0.11,38,2,0.0,Religious
0.28375,0.0,0.333333,0.66,31,2,0.443333,Religious
0.270833,0.055556,0.333333,0.44,47,1,0.0,Religious
0.31125,0.277778,0.0,0.443333,27,0,0.11,Religious
0.207917,0.166667,0.333333,0.22,35,1,0.0,Religious
0.485,0.555556,1.0,0.0,22,1,0.11,Secular
0.300509,0.166667,0.333333,0.22,41,1,0.333333,Religious
0.418009,0.166667,0.0,0.33,28,1,0.0,Religious
0.499028,0.166667,1.0,0.55,39,1,0.11,Religious
0.133843,0.055556,0.0,0.44,40,1,0.333333,Religious
0.28375,0.223,0.0,0.33,51,3,0.333333,Religious
0.352917,0.055556,0.0,0.33,54,3,0.443333,Religious
0.424676,0.388889,0.666667,0.11,34,3,0.22,Secular
0.25338,0.0,0.0,0.44,54,6,0.333333,Religious
0.415139,0.0,1.0,0.44,50,3,0.333333,Religious
0.355509,0.0,0.0,0.55,38,3,0.443333,Religious
0.304444,0.055556,1.0,0.11,73,2,0.0,Religious
0.534167,0.388889,0.0,0.44,26,3,0.333333,Secular
0.194167,0.0,0.666667,0.11,71,1,0.166667,Religious
0.415,0.055556,0.333333,0.55,53,1,0.386667,Religious
0.339167,0.0,0.333333,0.33,44,2,0.11,Religious
0.16787,0.111111,0.0,0.66,38,3,0.333333,Religious
0.403426,0.111111,1.0,0.66,43,3,0.333333,Religious
0.309213,0.0,1.0,0.0,52,1,0.0,Religious
0.334537,0.166667,0.333333,0.22,45,3,0.11,Religious
0.477917,0.166667,0.0,0.33,32,3,0.553333,Religious
0.325417,0.0,0.0,0.33,34,2,0.0,Religious
0.445926,0.055556,0.0,0.33,33,3,0.11,Religious
0.288935,0.0,1.0,0.22,38,3,0.0,Religious
0.286759,0.055556,0.333333,0.33,40,1,0.0,Religious
0.197824,0.111111,1.0,0.11,58,2,0.22,Religious
0.1725,0.111111,0.333333,0.0,56,1,0.11,Religious
0.32787,0.111111,0.078,0.33,30,3,0.0,Religious
0.307176,0.055556,0.666667,0.11,25,3,0.166667,Religious
0.17537,0.222222,1.0,0.33,66,1,0.11,Religious
0.380417,0.055556,0.333333,0.33,60,3,0.553333,Religious
0.565602,0.0,1.0,0.55,57,2,0.276667,Religious
0.249167,0.111111,0.333333,0.66,50,3,0.166667,Religious
0.186806,0.166667,0.666667,0.33,40,1,0.11,Religious
0.431481,0.0,0.333333,0.33,58,0,0.443333,Religious
0.328431,0.055556,1.0,0.33,57,1,0.553333,Religious
0.22125,0.111111,0.0,0.55,36,3,0.443333,Religious
0.45,0.055556,0.333333,0.553333,22,3,0.166667,Religious
0.351852,0.166667,0.0,0.44,38,3,0.333333,Religious
0.45,0.611111,0.333333,0.886667,41,3,0.276667,Secular
0.409167,0.055556,0.666667,0.44,43,2,0.443333,Religious
0.2975,0.055556,1.0,0.22,60,2,0.333333,Religious
0.341759,0.166667,0.0,0.33,20,3,0.276667,Religious
0.391852,0.1505,0.666667,0.33,44,3,0.773333,Religious
0.367083,0.111111,0.0,0.33,31,6,0.333333,Religious
0.352917,0.388889,0.0,0.55,46,1,0.166667,Secular
0.311944,0.222222,1.0,0.22,62,1,0.333333,Religious
0.325417,0.111111,0.0,0.44,58,2,0.22,Religious
0.366528,0.111111,0.666667,0.773333,48,3,0.333333,Religious
0.511019,0.111111,1.0,0.33,38,2,0.386667,Religious
0.403704,0.0,0.333333,0.776667,32,6,0.333333,Religious
0.449861,0.166667,1.0,0.11,31,3,0.443333,Religious
0.43787,0.055556,0.333333,0.22,33,5,0.11,Religious
0.223287,0.166667,0.0,0.0,22,3,0.276667,Religious
0.359583,0.443333,0.0,0.11,43,1,0.0,Secular
0.508565,0.611111,1.0,0.44,44,3,0.333333,Secular
0.325833,0.222222,1.0,0.55,35,3,0.333333,Religious
0.297778,0.111111,0.333333,0.55,41,3,0.333333,Religious
0.53725,0.166667,0.333333,0.66,44,3,0.276667,Religious
0.380694,0.055556,1.0,0.44,42,3,0.11,Religious
0.484167,0.055556,0.333333,0.44,47,3,0.276667,Religious
0.242778,0.055556,1.0,0.22,22,3,0.166667,Religious
0.242083,0.055556,0.666667,0.0,20,3,0.11,Religious
0.328009,0.055556,1.0,0.33,55,2,0.0,Religious
0.250926,0.444444,1.0,0.0,40,3,0.11,Secular
0.33875,0.111111,0.0,0.55,45,1,0.166667,Religious
0.291667,0.166667,0.0,0.11,65,0,0.443333,Religious
0.33875,0.0,0.333333,0.66,51,1,0.553333,Religious
0.41338,0.276667,1.0,0.666667,68,0,0.11,Religious
0.54287,0.166667,0.0,0.11,18,3,0.333333,Religious
0.501204,0.111111,0.0,0.33,27,2,0.333333,Religious
0.352917,0.111111,0.0,0.0,37,1,0.166667,Religious
0.252672,0.0,0.0,0.22,43,1,0.166667,Religious
0.293009,0.0,0.666667,0.0,44,1,0.0,Religious
0.207917,0.332222,0.333333,0.11,52,1,0.166667,Religious
0.275185,0.276667,0.666667,0.22,55,0,0.0,Religious
0.565185,0.0,0.0,0.22,38,3,0.443333,Religious
0.40875,0.0,0.0,0.11,21,3,0.333333,Religious
0.472593,0.0,1.0,0.66,49,3,0.443333,Religious
0.547083,0.0,0.0,0.22,42,3,0.333333,Religious
0.470833,0.055556,1.0,0.0,60,0,0.276667,Religious
0.429583,0.276667,0.666667,0.0,73,1,0.333333,Religious
0.203426,0.0,0.0,0.22,60,3,0.166667,Religious
0.339167,0.0,0.0,0.11,52,3,0.0,Religious
0.525833,0.111111,0.0,0.33,33,3,0.333333,Religious
0.055,0.166667,0.0,0.33,49,2,0.386667,Religious
0.348287,0.222222,1.0,0.22,62,2,0.333333,Religious
0.332083,0.0,0.333333,0.22,40,3,0.166667,Religious
0.383426,0.166667,1.0,0.11,34,2,0.166667,Religious
0.159167,0.055556,0.666667,0.0,48,1,0.443333,Religious
0.429583,0.0,0.0,0.11,52,3,0.333333,Religious
0.628657,0.111111,1.0,0.33,50,3,0.443333,Religious
0.355787,0.332222,1.0,0.55,53,0,0.0,Religious
0.325417,0.222222,0.333333,0.11,49,3,0.276667,Religious
