RESEMAVAL,DISBELIEF,RELATIVISM,SCEPTICISM,AGE,EDUCATION,DEFIANCE,ReligCountry
0.7835,0.831111,0.333333,0.66,48,7,0.666667,Secular
0.619229,0.332222,0.0,0.0,78,5,0.11,Religious
0.585451,0.387778,1.0,0.55,50,3,0.0,Secular
0.526752,0.497778,1.0,0.44,68,6,0.11,Secular
0.919,1.0,0.333333,0.22,39,6,0.166667,Secular
0.752447,1.0,0.333333,0.33,38,4,0.11,Secular
0.551036,0.443333,1.0,0.44,77,5,0.553333,Secular
0.626259,0.055556,0.666667,0.11,22,4,0.276667,Religious
0.596905,0.221111,0.0,0.11,59,5,0.11,Religious
0.529477,0.831111,0.333333,0.333333,69,6,0.11,Secular
0.658937,0.443333,0.333333,0.11,71,3,0.11,Secular
0.19878,0.387778,0.0,0.44,70,3,0.11,Secular
0.511937,0.277778,1.0,0.33,24,4,0.166667,Religious
0.681134,1.0,0.666667,0.33,53,6,0.386667,Secular
0.828215,0.443333,0.333333,0.33,60,5,0.386667,Secular
0.85125,1.0,0.666667,0.55,58,6,0.166667,Secular
0.459197,0.831111,0.0,0.11,79,6,0.11,Secular
0.919,1.0,0.333333,0.22,37,6,0.386667,Secular
0.525479,0.276667,1.0,0.33,67,6,0.166667,Religious
0.711242,1.0,0.666667,0.33,36,6,0.773333,Secular
0.760465,1.0,0.666667,0.33,37,4,0.386667,Secular
0.738141,0.886667,0.0,0.22,63,4,0.11,Secular
0.495699,0.886667,0.666667,0.33,59,3,0.11,Secular
0.5798,0.72,0.333333,0.33,38,6,0.443333,Secular
0.39685,0.387778,1.0,0.22,53,6,0.22979,Secular
0.528323,1.0,1.0,0.33,45,3,0.166667,Secular
0.727083,0.055556,0.333333,0.33,78,8,0.276667,Religious
0.502023,0.776667,1.0,1.0,37,6,0.386667,Secular
0.627756,1.0,0.666667,0.22,21,2,0.0,Secular
0.84291,1.0,0.666667,0.33,68,6,0.0,Secular
0.495571,0.111111,0.333333,0.11,48,6,0.11,Religious
0.607969,0.165556,1.0,0.55,71,6,0.11,Religious
0.653597,0.886667,0.333333,0.33,42,8,0.386667,Secular
0.573434,0.886667,0.333333,0.66,44,4,0.496667,Secular
0.551553,0.055556,1.0,0.33,49,4,0.276667,Religious
0.583437,0.277778,0.0,0.55,60,4,0.773333,Religious
0.684254,1.0,0.0,0.33,65,3,0.0,Secular
0.616819,1.0,0.0,0.44,72,4,0.386667,Secular
0.540219,0.776667,0.0,0.44,85,3,0.11,Secular
0.562805,0.0,0.0,0.55,57,3,0.42179,Religious
0.555183,0.387778,0.666667,0.44,72,3,0.276667,Secular
0.605439,0.055556,1.0,0.44,35,4,0.22,Religious
0.614611,0.443333,0.0,0.11,42,6,0.077,Secular
0.40543,0.886667,0.666667,0.66,45,4,0.22,Secular
0.675397,1.0,0.0,0.33,63,3,0.22,Secular
0.805696,0.442222,0.333333,0.0,35,4,0.22,Secular
0.445011,0.055556,0.666667,0.22,60,5,0.33,Religious
0.87293,1.0,0.333333,0.22,65,7,0.276667,Secular
0.771919,0.886667,0.0,0.33,58,7,0.11,Secular
0.710134,1.0,0.0,0.55,57,4,0.11,Secular
0.464778,0.608889,1.0,0.33,20,1,0.11,Secular
0.484118,0.387778,0.333333,0.66,63,3,0.663333,Secular
0.444463,1.0,0.333333,0.443333,52,5,1.0,Secular
0.546861,0.0,1.0,0.33,55,6,0.11,Religious
0.54385,0.387778,0.0,0.22,50,4,0.22,Secular
0.751488,1.0,1.0,0.55,20,4,0.386667,Secular
0.704169,1.0,0.666667,0.44,36,4,0.386667,Secular
0.557604,0.775556,0.0,0.55,77,3,0.0,Secular
0.85125,1.0,0.0,0.33,35,3,0.386667,Secular
0.472986,0.886667,1.0,0.44,37,6,0.496667,Secular
0.314059,0.333333,1.0,0.22,21,6,0.22979,Religious
0.557997,0.055556,1.0,0.33,24,6,0.276667,Religious
0.704041,0.386667,0.666667,0.66,50,4,0.386667,Secular
0.571266,0.886667,0.333333,0.66,43,4,0.386667,Secular
0.434984,0.608889,1.0,0.22,52,6,0.386667,Secular
0.554674,0.553333,0.0,0.22,74,3,0.11,Secular
0.783178,1.0,0.333333,0.886667,38,4,0.61,Secular
0.692715,1.0,0.666667,0.44,20,6,0.276667,Secular
0.523826,0.833333,1.0,0.66,24,6,0.386667,Secular
0.684375,0.886667,0.0,0.55,76,7,0.11,Secular
0.808099,0.886667,0.666667,0.22,42,8,0.22,Secular
0.433951,0.166667,1.0,0.55,37,6,0.22,Religious
0.729412,1.0,0.666667,0.44,22,4,0.386667,Secular
0.568863,0.886667,0.0,0.33,33,3,0.276667,Secular
0.647872,0.608889,0.0,0.55,69,6,0.666667,Secular
0.65249,0.553333,0.0,0.553333,37,3,0.22,Secular
0.795148,1.0,0.0,0.33,39,6,0.42179,Secular
0.574312,1.0,0.666667,0.663333,46,5,0.0,Secular
0.506434,0.222222,1.0,0.33,63,5,0.276667,Religious
0.885222,0.831111,0.0,0.11,49,7,0.44,Secular
0.538011,0.386667,0.0,0.33,34,6,0.386667,Secular
0.806213,1.0,0.333333,0.33,55,2,0.276667,Secular
0.681845,0.666667,1.0,0.55,49,2,0.61,Secular
0.624296,1.0,1.0,0.663333,37,5,0.11,Secular
0.37004,0.608889,1.0,0.11,23,6,0.496667,Secular
0.816956,0.886667,0.333333,0.33,61,5,0.11,Secular
0.692393,0.886667,0.333333,0.22,45,3,0.443333,Secular
0.558315,0.111111,0.333333,0.33,44,5,0.276667,Religious
0.434782,0.497778,0.666667,0.33,41,5,0.386667,Secular
0.569058,0.886667,0.333333,0.55,63,3,0.166667,Secular
0.500986,0.276667,0.0,0.0,45,6,0.386667,Religious
0.645063,0.888889,0.666667,0.33,69,6,0.22,Secular
0.87293,1.0,0.666667,0.66,22,5,0.443333,Secular
0.862704,0.443333,0.666667,0.44,21,3,0.166667,Secular
0.737624,0.61,0.0,0.33,74,2,0.11,Secular
0.794437,0.386667,0.0,0.22,77,4,0.33,Secular
0.609003,0.886667,0.0,0.663333,45,6,0.22,Secular
0.438547,0.165556,1.0,0.663333,41,7,0.276667,Religious
0.4795,0.831111,0.333333,0.0,63,6,0.0,Secular
0.427627,0.0,1.0,0.22,69,4,0.276667,Religious
0.641934,1.0,1.0,0.55,38,3,0.57458,Secular
0.720434,0.72,1.0,0.66,42,6,0.553333,Secular
0.568863,0.055556,0.0,0.33,71,4,0.276667,Religious
0.854169,1.0,0.666667,0.44,66,4,0.443333,Secular
0.805374,1.0,0.333333,0.55,62,5,0.386667,Secular
0.574903,0.111111,0.666667,0.33,64,3,0.22,Religious
0.782661,0.886667,0.0,0.33,64,4,0.11,Secular
0.438564,0.553333,0.666667,0.33,57,5,0.663333,Secular
0.775039,0.831111,0.666667,0.44,24,4,0.386667,Secular
0.381936,0.165556,1.0,0.44,42,7,0.11,Religious
0.571782,1.0,0.0,0.33,32,4,0.11,Secular
0.681134,1.0,0.333333,0.33,45,7,0.0,Secular
0.619101,0.776667,0.333333,0.55,49,1,0.496667,Secular
0.59671,0.886667,1.0,0.33,41,4,0.166667,Secular
0.742953,0.944444,0.333333,0.44,40,4,0.553333,Secular
0.613585,1.0,1.0,0.0,33,3,0.386667,Secular
0.618907,0.055556,1.0,0.44,50,8,0.11,Religious
0.739914,0.443333,0.666667,0.44,65,5,0.11,Secular
0.627764,1.0,0.666667,0.22,66,5,0.496667,Secular
0.438886,1.0,1.0,0.22,44,4,0.386667,Secular
0.80518,0.276667,0.333333,0.33,54,7,0.276667,Religious
0.578031,0.055556,1.0,0.22,39,8,0.11,Religious
0.772435,0.831111,0.333333,0.33,57,4,0.5,Secular
0.805374,0.332222,0.666667,0.886667,25,6,0.496667,Religious
0.658622,0.276667,0.333333,0.33,20,3,0.166667,Religious
0.562738,0.721111,0.333333,0.33,64,3,0.11,Secular
0.698875,1.0,0.333333,0.44,32,4,0.33,Secular
0.817667,1.0,0.666667,0.0,18,3,0.5,Secular
0.44304,0.554444,1.0,0.44,24,6,0.496667,Secular
0.434595,0.165556,1.0,0.33,40,7,0.0,Religious
0.568548,1.0,0.0,0.33,23,6,0.11,Secular
0.698553,1.0,1.0,0.55,19,1,0.276667,Secular
0.614095,0.888889,0.333333,0.22,43,5,0.11,Secular
0.506838,0.611111,0.666667,0.663333,50,3,0.0,Secular
0.491474,0.444444,1.0,0.33,38,6,0.61,Secular
0.683932,0.443333,0.333333,0.44,70,6,0.386667,Secular
0.76631,0.886667,0.666667,0.33,64,3,0.386667,Secular
0.732847,1.0,0.0,0.773333,37,6,0.276667,Secular
0.39037,1.0,0.333333,0.33,69,3,0.11,Secular
0.395,0.886667,0.0,0.33,70,6,0.38944,Secular
0.524074,0.886667,0.666667,0.11,30,6,0.33,Secular
0.4225,0.886667,0.0,0.33,27,6,0.386667,Secular
0.506667,1.0,0.0,0.44,60,3,0.553333,Secular
0.348565,0.776667,1.0,0.22,63,2,0.166667,Secular
0.4225,1.0,0.0,0.22,69,2,0.276667,Secular
0.431343,0.721111,0.666667,0.11,68,3,0.276667,Secular
0.721111,0.886667,1.0,0.66,38,8,0.663333,Secular
0.692917,0.886667,0.666667,0.33,26,7,0.386667,Secular
0.546667,0.886667,0.0,0.33,28,2,0.22,Secular
0.394167,1.0,0.0,0.0,65,2,0.11,Secular
0.582083,1.0,0.333333,0.44,31,6,0.553333,Secular
0.353333,1.0,0.0,0.22,66,2,0.11,Secular
0.436544,0.443333,0.0,0.33,52,2,0.11,Secular
0.46375,1.0,0.333333,0.33,38,6,0.386667,Secular
0.442917,1.0,0.0,0.33,65,6,0.606667,Secular
0.339167,0.831111,0.0,0.11,36,6,0.553333,Secular
0.500787,0.886667,0.0,0.33,39,7,0.33,Secular
0.395,0.886667,0.0,0.33,70,3,0.386667,Secular
0.579907,0.553333,0.0,0.33,29,6,0.496667,Secular
0.395,0.776667,0.0,0.22,63,1,0.11,Secular
0.77,1.0,0.666667,0.33,34,6,0.496667,Secular
0.334815,1.0,0.333333,0.44,63,2,0.386667,Secular
0.387917,0.886667,0.0,0.33,50,6,0.663333,Secular
0.54287,1.0,0.333333,0.33,29,6,0.663333,Secular
0.307037,0.73346,0.333333,0.33,46,6,0.386667,Secular
0.432037,1.0,0.0,0.55,52,3,0.22979,Secular
0.401528,0.886667,0.333333,0.33,57,3,0.22,Secular
0.457917,0.555556,0.0,0.0,20,6,0.11,Secular
0.30963,0.886667,0.0,0.22,53,2,0.386667,Secular
0.486481,0.831111,0.0,0.11,68,3,0.553333,Secular
0.415278,0.886667,0.666667,0.22,34,6,0.22,Secular
0.422083,0.443333,1.0,0.33,64,2,0.276667,Secular
0.318333,0.886667,0.333333,0.11,22,6,0.276667,Secular
0.322824,0.553333,0.333333,0.0,22,6,0.276667,Secular
0.534167,0.886667,0.0,0.33,51,6,0.276667,Secular
0.318333,0.886667,0.0,0.44,48,6,0.496667,Secular
0.399213,0.886667,0.0,0.0,25,7,0.0,Secular
0.496574,1.0,0.0,0.33,18,6,0.443333,Secular
0.159167,0.886667,0.0,0.0,55,2,0.22,Secular
0.387778,0.443333,0.0,0.44,45,3,0.443333,Secular
0.421667,1.0,0.0,0.33,32,2,0.5,Secular
0.52625,0.886667,0.333333,0.33,33,3,0.443333,Secular
0.352917,0.611111,0.0,0.11,29,2,0.22,Secular
0.497685,0.886667,0.0,0.0,18,6,0.11,Secular
0.469074,1.0,0.0,0.11,63,2,0.333333,Secular
0.381111,1.0,0.0,0.22,68,3,0.276667,Secular
0.491111,1.014,1.0,0.0,33,3,0.276667,Secular
0.718657,0.886667,0.333333,0.55,70,3,0.663333,Secular
0.39037,0.831111,0.333333,0.22,40,3,0.0,Secular
0.352917,1.0,0.0,0.22,43,6,0.443333,Secular
0.581667,0.443333,0.0,0.0,37,3,0.22,Secular
0.159167,0.886667,0.0,0.0,64,6,0.0,Secular
0.284167,1.0,0.0,0.6501,69,3,0.166667,Secular
0.603056,0.886667,0.0,0.22,49,3,0.11,Secular
0.380417,1.0,0.333333,0.66,63,2,0.33,Secular
0.297083,1.0,0.0,0.0,68,3,0.386667,Secular
0.351852,0.886667,0.0,0.0,21,6,0.0,Secular
0.4225,0.886667,0.0,0.33,42,3,0.22,Secular
0.528565,0.886667,0.333333,0.22,18,3,0.553333,Secular
0.380417,0.84366,0.0,0.553333,58,3,0.50032,Secular
0.33875,1.0,0.0,0.22,64,2,0.22,Secular
0.422083,0.886667,0.0,0.33,46,2,0.22,Secular
0.352917,0.666667,0.0,0.11,65,2,0.11,Secular
0.412037,0.886667,0.959,0.0,22,6,0.496667,Secular
0.215,0.776667,1.0,0.22,55,2,0.22,Secular
0.510046,0.666667,0.0,0.0,49,6,0.276667,Secular
0.376759,0.886667,0.0,0.22,31,6,0.11,Secular
0.207917,0.553333,0.0,0.0,60,3,0.276667,Secular
0.28375,1.0,0.0,0.0,46,2,0.11,Secular
0.477917,0.886667,0.666667,0.22,36,2,0.22,Secular
0.515093,1.0,0.0,0.33,31,6,0.773333,Secular
0.401667,0.886667,0.0,0.0,24,6,0.22,Secular
0.353333,0.886667,0.0,0.22,56,3,0.11,Secular
0.609167,1.0,1.0,0.0,31,7,0.386667,Secular
0.589167,0.886667,1.0,0.33,28,6,0.11,Secular
0.38,1.0,0.0,0.33,28,2,0.22,Secular
0.375,1.0,0.0,0.0,56,2,0.11,Secular
0.221667,0.886667,0.0,0.11,48,2,0.0,Secular
0.319167,0.886667,0.0,0.33,57,2,0.276667,Secular
0.2425,1.0,0.0,0.0,57,1,0.11,Secular
0.2425,0.776667,0.0,0.0,37,6,0.0,Secular
0.318333,0.833333,0.0,0.33,51,2,0.11,Secular
0.2975,0.553333,0.333333,0.33,46,2,0.33,Secular
0.194167,1.0,0.0,0.0,58,2,0.0,Secular
0.307037,0.886667,0.333333,0.33,54,3,0.443333,Secular
0.276944,1.0,0.0,0.0,64,2,0.11,Secular
0.380417,0.886667,0.0,0.33,38,3,0.276667,Secular
0.408611,1.0,0.0,0.33,30,3,0.386667,Secular
0.333333,1.0,0.0,0.0,62,1,0.0,Secular
0.394167,0.553333,0.0,0.22,45,3,0.11,Secular
0.133287,0.886667,0.0,0.11,64,1,0.0,Secular
0.249167,0.277778,0.0,0.0,63,2,0.103,Religious
0.572685,1.0,0.0,0.0,45,2,0.22,Secular
0.214167,1.0,0.0,0.22,68,0,0.11,Secular
0.24875,1.0,0.0,0.33,62,1,0.11,Secular
0.431204,0.886667,0.0,0.11,29,2,0.33,Secular
0.394167,0.886667,0.0,0.11,50,3,0.11,Secular
0.348009,0.886667,0.666667,0.22,37,3,0.553333,Secular
0.500787,0.886667,0.0,0.33,19,3,0.663333,Secular
0.445926,0.886667,1.0,0.33,66,1,0.22,Secular
0.394583,0.886667,0.0,0.22,56,1,0.22,Secular
0.307315,0.221111,0.666667,0.66,40,2,0.22,Religious
0.353333,0.886667,0.0,0.22,42,3,0.553333,Secular
0.46375,1.0,0.0,0.33,68,2,0.11,Secular
0.330185,0.886667,0.0,0.33,30,6,0.22,Secular
0.357685,1.0,0.0,0.22,19,6,0.553333,Secular
0.443333,1.0,0.0,0.44,30,1,0.496667,Secular
0.353056,1.0,0.333333,0.22,35,1,0.386667,Secular
0.255833,0.886667,0.0,0.33,58,3,0.11,Secular
0.413241,0.886667,0.0,0.33,35,3,0.773333,Secular
0.38125,1.0,0.0,0.22,28,6,0.22,Secular
0.348704,0.886667,0.0,0.33,48,3,0.11,Secular
0.315463,0.886667,0.0,0.663333,34,2,0.22,Secular
0.329907,0.776667,0.0,0.44,50,0,0.33,Secular
0.284167,0.553333,0.0,0.22,26,1,0.22,Secular
0.27,0.886667,0.0,0.33,23,2,0.22,Secular
0.411755,0.886667,0.0,0.33,32,2,0.11,Secular
0.311667,0.443333,0.0,0.33,56,0,0.33,Secular
0.215,1.0,0.333333,0.22,31,1,0.11,Secular
0.2425,1.0,0.0,0.443333,49,1,0.333333,Secular
0.3875,0.67833,0.0,0.22,36,2,0.333333,Secular
0.330185,1.0,0.0,0.22,59,1,0.11,Secular
0.331944,1.0,0.0,0.0,45,3,0.496667,Secular
0.287037,0.886667,0.0,0.44,60,2,0.553333,Secular
0.4575,0.553333,0.0,0.33,55,3,0.0,Secular
0.4225,1.0,0.666667,0.22,19,6,0.553333,Secular
0.4025,1.0,0.0,0.22,54,3,0.11,Secular
0.4225,0.886667,0.0,0.55,39,1,0.11,Secular
0.380833,0.84366,0.0,0.22,66,6,0.11,Secular
0.241667,1.0,0.0,0.22,64,3,0.24622,Secular
0.117083,1.0,0.0,0.33,49,6,0.386667,Secular
0.379352,0.886667,0.0,0.0,38,8,0.11,Secular
0.325833,0.886667,0.333333,0.44,58,2,0.11,Secular
0.399491,1.0,0.333333,0.44,63,2,0.0,Secular
0.376204,0.831111,0.0,0.0,24,6,0.22,Secular
0.2775,1.0,0.0,0.0,56,6,0.11,Secular
0.305,1.0,0.0,0.33,53,3,0.11,Secular
0.34,0.979,0.333333,0.0,24,6,0.276667,Secular
0.339167,0.886667,0.0,0.22,50,3,0.11,Secular
0.284167,0.886667,0.0,0.0,27,6,0.11,Secular
0.369537,1.0,0.0,0.33,51,2,0.553333,Secular
0.526944,0.886667,0.333333,0.33,41,6,0.443333,Secular
0.485139,0.831111,0.0,0.22,46,2,0.11,Secular
0.59463,0.944444,1.0,0.37455,24,6,0.553333,Secular
0.31125,0.886667,0.0,0.33,62,2,0.33,Secular
0.214167,0.886667,0.0,0.33,68,1,0.0,Secular
0.27,1.0,0.0,0.33,46,6,0.11,Secular
0.403704,0.387778,0.0,0.44,28,0,0.386667,Secular
0.371435,0.886667,0.333333,0.33,27,6,0.22,Secular
0.433241,0.886667,0.0,0.776667,66,6,0.44,Secular
0.311944,0.666667,0.0,0.0,18,3,0.11,Secular
0.27,1.0,0.0,0.11,37,1,0.276667,Secular
0.3675,0.886667,0.0,0.33,40,1,0.22,Secular
0.468657,0.553333,0.0,0.33,39,1,0.11,Secular
0.194028,1.0,0.0,0.0,20,6,0.0,Secular
0.403981,1.0,0.0,0.33,24,7,0.443333,Secular
0.501481,0.886667,0.0,0.55,56,3,0.386667,Secular
0.249167,0.886667,0.0,0.0,46,2,0.333333,Secular
0.325833,0.886667,0.0,0.22,46,2,0.276667,Secular
0.6175,1.0,0.0,0.44,42,3,0.386667,Secular
0.499167,1.0,0.0,0.0,46,2,0.11,Secular
0.295463,1.0,0.0,0.11,58,1,0.22,Secular
0.249167,0.886667,0.0,0.33,30,6,0.22,Secular
0.436389,0.886667,0.0,0.11,40,2,0.22,Secular
0.3325,1.0,0.0,0.55,61,2,0.33,Secular
0.685972,0.831111,1.0,0.55,28,6,0.22,Secular
0.478333,0.443333,0.0,0.33,54,3,0.386667,Secular
0.53725,1.0,0.0,0.33,41,1,0.276667,Secular
0.302963,0.886667,0.0,0.44,61,3,0.0,Secular
0.477778,0.886667,0.0,0.44,47,3,0.166667,Secular
0.60261,1.0,0.333333,0.55,25,3,0.663333,Secular
0.345833,0.166667,0.0,0.33,56,3,0.11,Religious
0.4225,1.0,0.0,0.11,39,1,0.11,Secular
0.464861,0.776667,0.0,0.55,70,2,0.11,Secular
0.2775,1.0,0.078,0.0,37,2,0.443333,Secular
0.313287,0.886667,1.0,0.33,18,3,0.33,Secular
0.408333,1.0,0.0,0.0,31,2,0.443333,Secular
0.27,1.0,0.0,0.33,54,1,0.276667,Secular
0.466481,0.886667,0.0,0.22,56,3,0.22,Secular
0.446204,0.776667,0.0,0.11,53,1,0.11,Secular
0.481611,0.776667,0.0,0.22,38,1,0.11,Secular
0.381389,1.0,0.0,0.22,40,2,0.22,Secular
0.56937,0.333333,1.0,0.0,42,1,0.11,Religious
0.159167,1.0,0.0,0.33,19,2,0.11,Secular
0.404583,1.0,0.0,0.33,70,1,0.333333,Secular
0.2425,1.0,0.0,0.33,50,0,0.553333,Secular
0.504213,1.014,0.0,0.0,26,2,0.553333,Secular
0.556204,0.608889,1.0,0.55,24,6,0.386667,Secular
0.25,1.0,0.0,0.0,69,2,0.333333,Secular
0.376481,0.666667,0.0,0.22,42,6,0.11,Secular
0.318889,1.0,0.0,0.33,67,1,0.22,Secular
0.304444,1.0,0.0,0.0,65,0,0.0,Secular
0.440602,0.886667,1.0,0.0,18,3,0.443333,Secular
0.475741,0.666667,0.333333,0.11,19,6,0.11,Secular
0.526667,1.0,0.0,0.0,48,3,0.11,Secular
0.399352,1.0,0.0,0.0,68,2,0.11,Secular
0.500787,1.0,0.0,0.33,66,1,0.0,Secular
0.166667,1.0,0.0,0.44,48,1,0.333333,Secular
0.471667,1.0,0.0,0.22,66,1,0.11,Secular
0.215,0.886667,0.0,0.0,60,0,0.0,Secular
0.485,1.0,0.0,0.33,50,2,0.22979,Secular
0.560556,1.0,0.0,0.33,70,2,0.11,Secular
0.450278,1.0,0.0,0.33,42,2,0.11,Secular
0.656824,1.0,1.0,0.11,68,2,0.11,Secular
0.325833,0.886667,0.333333,0.11,40,2,0.11,Secular
0.444167,1.0,0.0,1.0,25,3,0.166667,Secular
0.2975,1.0,0.0,0.0,49,1,0.11,Secular
0.278426,0.776667,0.0,0.33,64,2,0.22,Secular
0.357685,0.886667,0.333333,0.33,42,3,0.276667,Secular
0.207917,0.666667,0.0,0.0,31,2,0.103,Secular
0.352917,1.0,0.0,0.0,69,0,0.276667,Secular
0.158333,1.0,0.0,0.11,65,0,0.0,Secular
0.283472,1.0,1.0,0.773333,18,3,0.496667,Secular
0.262917,1.0,0.0,0.22,66,2,0.443333,Secular
0.389676,1.0,0.0,0.11,68,1,0.0,Secular
0.311667,1.0,0.0,0.443333,63,0,0.11,Secular
0.3675,1.0,0.0,0.0,54,6,0.443333,Secular
0.575417,1.0,0.0,0.44,44,3,0.386667,Secular
0.334815,0.0,0.0,0.22,40,2,0.33,Religious
0.083333,1.0,0.0,0.11,65,0,0.276667,Secular
0.462546,1.0,0.0,0.0,49,2,0.333333,Secular
0.256667,0.166667,0.0,0.0,49,2,0.11,Religious
0.457083,0.886667,1.0,0.44,31,6,0.22,Secular
0.435972,1.0,1.0,0.0,62,3,0.443333,Secular
0.395,1.0,0.0,0.22,45,3,0.443333,Secular
0.27,0.886667,0.0,0.11,52,2,0.0,Secular
0.388333,0.886667,0.0,0.0,39,6,0.0,Secular
0.349537,1.0,0.0,0.0,69,1,0.0,Secular
0.415,1.0,1.0,0.55,46,3,0.386667,Secular
0.4225,1.0,0.0,0.443333,64,2,0.166667,Secular
0.244676,0.886667,1.0,0.22,22,6,0.0,Secular
0.057593,1.0,0.333333,0.22,58,3,0.11,Secular
0.336713,1.0,1.0,0.33,56,2,0.443333,Secular
0.388333,0.886667,0.0,0.22,48,2,0.0,Secular
0.4225,0.886667,0.0,0.0,61,3,0.0,Secular
0.25,0.886667,0.0,0.22,54,3,0.0,Secular
0.461852,0.886667,0.0,0.0,52,2,0.0,Secular
0.354954,0.553333,0.0,0.0,43,2,0.276667,Secular
0.333333,0.443333,0.0,0.0,46,2,0.0,Secular
0.383426,0.886667,0.666667,0.0,49,2,0.11,Secular
0.304167,0.886667,0.0,0.773333,32,1,0.22,Secular
0.323519,0.886667,0.0,0.0,60,3,0.166667,Secular
0.3675,0.886667,0.0,0.0,42,3,0.22,Secular
0.332222,0.886667,0.666667,0.11,50,2,0.166667,Secular
0.340278,1.0,1.0,0.0,51,3,0.443333,Secular
0.348704,0.497778,0.0,0.22,32,3,0.11,Secular
0.3525,1.0,0.0,0.0,63,2,0.276667,Secular
0.2975,0.666667,0.0,0.0,56,3,0.0,Secular
0.286481,0.165556,0.666667,0.11,67,2,0.22,Religious
0.298333,0.0,0.0,0.22,64,1,0.11,Religious
0.403981,1.0,1.0,0.11,56,2,0.276667,Secular
0.381944,0.886667,1.0,0.0,40,1,0.0,Secular
0.2425,1.0,0.0,0.0,45,2,0.386667,Secular
0.544907,1.0,0.0,0.22,35,3,0.553333,Secular
0.420741,0.776667,1.0,0.0,35,3,0.0,Secular
0.3675,0.886667,0.0,0.44,57,2,0.11,Secular
0.418426,1.0,0.0,0.44,40,1,0.0,Secular
0.463611,1.0,1.0,0.33,29,3,0.496667,Secular
0.394861,0.886667,1.0,0.0,47,2,0.0,Secular
0.47125,0.443333,1.0,0.886667,35,1,0.22,Secular
0.261296,1.0,0.0,0.666667,63,3,0.22,Secular
0.520417,1.0,0.0,0.22,49,3,0.11,Secular
0.471111,1.0,1.0,0.0,63,1,0.276667,Secular
0.491528,0.111111,1.0,0.33,22,6,0.22,Religious
0.5825,1.0,0.0,0.0,33,3,0.0,Secular
0.284167,0.886667,0.0,0.44,64,1,0.0,Secular
0.468657,0.886667,1.0,0.0,44,2,0.166667,Secular
0.359167,0.886667,0.0,0.0,53,1,0.22,Secular
0.61,1.0,0.0,0.22,39,3,0.22,Secular
0.46838,1.0,0.0,0.22,63,2,0.386667,Secular
0.416111,1.0,0.666667,0.0,48,2,0.11,Secular
0.610833,0.776667,0.0,0.0,20,3,0.333333,Secular
0.316019,1.0,0.0,0.22,61,1,0.0,Secular
0.333333,0.111111,0.0,0.0,61,2,0.0,Religious
0.293704,0.166667,0.333333,0.55,66,0,0.22,Religious
0.436667,0.222222,0.333333,0.0,66,3,0.333333,Religious
0.339444,1.0,0.666667,0.22,62,2,0.276667,Secular
0.491528,0.11,0.0,0.0,54,2,0.22,Religious
0.324074,0.886667,0.0,0.22,57,2,0.0,Secular
0.339028,0.886667,1.0,0.11,47,1,0.496667,Secular
0.403843,0.553333,0.0,0.22,43,3,0.663333,Secular
0.411065,0.886667,0.0,0.11,40,2,0.166667,Secular
0.186667,0.886667,0.0,0.44,57,1,0.11,Secular
0.403565,1.0,0.666667,0.55,47,3,0.11,Secular
0.311667,1.0,0.0,0.22,54,2,0.33,Secular
0.464306,1.0,1.0,0.33,31,3,0.11,Secular
0.4225,1.0,0.0,0.0,56,2,0.11,Secular
0.270833,0.886667,0.0,0.11,55,3,0.11,Secular
0.441157,0.886667,0.0,0.22,32,2,0.22,Secular
0.313704,0.443333,0.0,0.22,43,2,0.443333,Secular
0.575278,1.0,0.666667,0.0,43,1,0.11,Secular
0.397593,1.0,0.666667,0.22,45,2,0.11,Secular
0.2975,0.443333,0.0,0.0,61,0,0.0,Secular
0.3675,0.886667,0.0,0.0,66,1,0.0,Secular
0.297083,1.0,0.0,0.22,63,1,0.11,Secular
0.46375,0.886667,0.0,0.0,56,2,0.22,Secular
0.528565,1.0,1.0,0.55,50,1,0.22,Secular
0.2975,0.886667,0.0,0.22,62,1,0.11,Secular
0.159167,1.0,0.0,0.443333,44,2,0.22,Secular
0.421667,0.443333,0.0,0.0,58,1,0.0,Secular
0.339167,1.0,0.0,0.33,63,2,0.553333,Secular
0.311528,1.0,0.0,0.11,50,1,0.443333,Secular
0.311528,1.0,0.0,0.11,50,1,0.443333,Secular
0.348148,0.776667,0.333333,0.22,66,1,0.386667,Secular
0.305,1.0,0.333333,0.22,56,1,0.333333,Secular
0.339167,1.0,0.0,0.11,61,0,0.0,Secular
0.353611,0.666667,0.666667,0.22,55,2,0.22,Secular
0.159167,1.0,0.0,0.22,33,2,0.22,Secular
0.468796,0.886667,0.0,0.33,37,2,0.11,Secular
0.399907,0.886667,0.0,0.22,58,1,0.11,Secular
0.356667,1.0,1.0,0.44,47,1,0.443333,Secular
0.241667,1.0,0.0,0.44,39,2,0.276667,Secular
0.276667,0.886667,0.0,0.33,39,2,0.553333,Secular
0.281852,0.553333,0.0,0.33,67,2,0.11,Secular
0.40125,1.0,0.0,0.0,62,1,0.11,Secular
0.421667,0.776667,0.0,0.0,38,2,0.11,Secular
0.522315,1.0,0.0,0.33,51,2,0.333333,Secular
0.339167,1.0,0.0,0.0,58,2,0.11,Secular
0.34625,0.055556,0.666667,0.33,63,0,0.22,Religious
0.505,0.886667,0.0,0.0,40,2,0.11,Secular
