date,type_end,daily_avg_end,type_exg,daily_avg_exg
2021-01-08,Global ,249.5,Sun Duration,139.85714285714283
2021-01-09,Global ,241.64285714285717,Sun Duration,141.71428571428572
2021-01-10,Global ,241.07142857142856,Sun Duration,143.57142857142856
2021-01-11,Global ,247.28571428571428,Sun Duration,145.42857142857144
2021-01-12,Global ,252.92857142857144,Sun Duration,147.28571428571428
2021-01-13,Global ,101.71428571428572,Sun Duration,149.14285714285714
2021-01-14,Global ,93.21428571428572,Sun Duration,151.0
2021-01-15,Global ,197.3571428571429,Sun Duration,152.85714285714286
2021-01-16,Global ,172.57142857142858,Sun Duration,154.7142857142857
2021-01-17,Global ,134.35714285714286,Sun Duration,156.57142857142856
2021-01-18,Global ,146.0,Sun Duration,158.42857142857144
2021-01-19,Global ,60.07142857142857,Sun Duration,160.28571428571428
2021-01-20,Global ,138.57142857142858,Sun Duration,162.14285714285714
2021-01-21,Global ,292.57142857142856,Sun Duration,164.0
2021-01-22,Global ,301.35714285714283,Sun Duration,165.85714285714286
2021-01-23,Global ,296.2857142857143,Sun Duration,167.7142857142857
2021-01-24,Global ,300.5,Sun Duration,169.57142857142856
2021-01-25,Global ,271.2142857142857,Sun Duration,171.42857142857144
2021-01-26,Global ,246.07142857142856,Sun Duration,173.2857142857143
2021-01-27,Global ,187.0,Sun Duration,175.14285714285714
2021-01-28,Global ,163.07142857142858,Sun Duration,177.0
2021-01-29,Global ,136.92857142857142,Sun Duration,178.85714285714286
2021-01-30,Global ,95.78571428571428,Sun Duration,180.7142857142857
2021-01-31,Global ,74.78571428571429,Sun Duration,182.57142857142856
2021-02-01,Global ,308.5,Sun Duration,184.42857142857144
2021-02-02,Global ,286.92857142857144,Sun Duration,186.2857142857143
2021-02-03,Global ,279.57142857142856,Sun Duration,188.14285714285717
2021-02-04,Global ,165.21428571428572,Sun Duration,190.0
2021-02-05,Global ,196.92857142857144,Sun Duration,300.0
2021-02-06,Global ,194.92857142857144,Sun Duration,340.0
2021-02-07,Global ,246.57142857142856,Sun Duration,450.0
2021-02-08,Global ,303.2142857142857,Sun Duration,510.0
2021-02-09,Global ,337.57142857142856,Sun Duration,570.0
2021-02-10,Global ,324.2142857142857,Sun Duration,570.0
2021-02-11,Global ,337.92857142857144,Sun Duration,570.0
2021-02-12,Global ,307.2142857142857,Sun Duration,560.0
2021-02-13,Global ,262.35714285714283,Sun Duration,460.0
2021-02-14,Global ,353.2142857142857,Sun Duration,600.0
2021-02-15,Global ,314.35714285714283,Sun Duration,430.0
2021-02-16,Global ,203.57142857142856,Sun Duration,320.0
2021-02-17,Global ,70.85714285714286,Sun Duration,20.0
2021-02-18,Global ,179.5,Sun Duration,190.0
2021-02-19,Global ,154.28571428571428,Sun Duration,120.0
2021-02-20,Global ,317.85714285714283,Sun Duration,490.0
2021-02-21,Global ,375.1428571428572,Sun Duration,590.0
2021-02-22,Global ,369.2142857142857,Sun Duration,600.0
2021-02-23,Global ,372.07142857142856,Sun Duration,580.0
2021-02-24,Global ,359.85714285714283,Sun Duration,620.0
2021-02-25,Global ,385.3571428571428,Sun Duration,620.0
2021-02-26,Global ,389.3571428571428,Sun Duration,630.0
2021-02-27,Global ,390.6428571428572,Sun Duration,630.0
2021-02-28,Global ,344.57142857142856,Sun Duration,530.0
2021-03-01,Global ,168.35714285714286,Sun Duration,140.0
2021-03-02,Global ,277.2857142857143,Sun Duration,440.0
2021-03-03,Global ,271.42857142857144,Sun Duration,360.0
2021-03-04,Global ,135.92857142857142,Sun Duration,80.0
2021-03-05,Global ,350.0,Sun Duration,110.0
2021-03-06,Global ,440.6428571428572,Sun Duration,30.0
2021-03-07,Global ,415.1428571428572,Sun Duration,40.0
2021-03-08,Global ,303.0,Sun Duration,10.0
2021-03-09,Global ,378.2857142857143,Sun Duration,15.0
2021-03-10,Global ,374.1428571428572,Sun Duration,20.0
2021-03-11,Global ,225.7142857142857,Sun Duration,10.0
2021-03-12,Global ,294.57142857142856,Sun Duration,370.0
2021-03-13,Global ,370.4285714285714,Sun Duration,560.0
2021-03-14,Global ,347.7857142857143,Sun Duration,430.0
2021-03-15,Global ,393.0,Sun Duration,480.0
2021-03-16,Global ,401.8571428571428,Sun Duration,500.0
2021-03-17,Global ,394.57142857142856,Sun Duration,610.0
2021-03-18,Global ,433.4285714285714,Sun Duration,590.0
2021-03-19,Global ,342.57142857142856,Sun Duration,450.0
2021-03-20,Global ,370.8571428571428,Sun Duration,490.0
2021-03-21,Global ,428.07142857142856,Sun Duration,590.0
2021-03-22,Global ,67.85714285714286,Sun Duration,385.0
2021-03-23,Global ,173.21428571428572,Sun Duration,180.0
2021-03-24,Global ,230.64285714285717,Sun Duration,20.0
2021-03-25,Global ,322.2142857142857,Sun Duration,72.5
2021-03-26,Global ,262.35714285714283,Sun Duration,125.0
2021-03-27,Global ,412.57142857142856,Sun Duration,177.5
2021-03-28,Global ,477.4285714285714,Sun Duration,230.0
2021-03-29,Global ,504.7142857142857,Sun Duration,282.5
2021-03-30,Global ,459.57142857142856,Sun Duration,335.0
2021-03-31,Global ,386.2142857142857,Sun Duration,387.5
2021-04-01,Global ,458.07142857142856,Sun Duration,440.0
2021-04-02,Global ,248.14285714285717,Sun Duration,492.5
2021-04-03,Global ,486.5,Sun Duration,545.0
2021-04-04,Global ,512.5714285714286,Sun Duration,597.4999999999999
2021-04-05,Global ,464.1428571428572,Sun Duration,650.0
2021-04-06,Global ,504.2857142857143,Sun Duration,670.0
2021-04-07,Global ,484.0,Sun Duration,640.0
2021-04-08,Global ,508.2857142857143,Sun Duration,640.0
2021-04-09,Global ,364.9285714285714,Sun Duration,30.0
2021-04-10,Global ,209.2142857142857,Sun Duration,168.0
2021-04-11,Global ,411.5,Sun Duration,306.0
2021-04-12,Global ,439.07142857142856,Sun Duration,444.00000000000006
2021-04-13,Global ,481.2857142857143,Sun Duration,582.0
2021-04-14,Global ,547.0,Sun Duration,720.0
2021-04-15,Global ,527.0,Sun Duration,680.0
2021-04-16,Global ,508.0,Sun Duration,660.0
2021-04-17,Global ,510.2857142857143,Sun Duration,660.0
2021-04-18,Global ,494.2142857142857,Sun Duration,630.0
2021-04-19,Global ,420.7142857142857,Sun Duration,480.0
2021-04-20,Global ,482.7142857142857,Sun Duration,580.0
2021-04-21,Global ,522.9285714285714,Sun Duration,670.0
2021-04-22,Global ,565.2142857142857,Sun Duration,710.0
2021-04-23,Global ,543.0714285714286,Sun Duration,630.0
2021-04-24,Global ,499.8571428571428,Sun Duration,680.0
2021-04-25,Global ,541.6428571428571,Sun Duration,680.0
2021-04-26,Global ,434.07142857142856,Sun Duration,470.0
2021-04-27,Global ,573.7142857142857,Sun Duration,640.0
2021-04-28,Global ,531.7142857142857,Sun Duration,590.0
2021-04-29,Global ,552.5,Sun Duration,740.0
2021-04-30,Global ,547.5714285714286,Sun Duration,720.0
2021-05-01,Global ,563.0714285714286,Sun Duration,670.0
2021-05-02,Global ,558.6428571428571,Sun Duration,730.0
2021-05-03,Global ,548.7142857142857,Sun Duration,700.0
2021-05-04,Global ,547.6428571428571,Sun Duration,660.0
2021-05-05,Global ,561.8571428571429,Sun Duration,700.0
2021-05-06,Global ,556.7857142857143,Sun Duration,720.0
2021-05-07,Global ,575.6428571428571,Sun Duration,630.0
2021-05-08,Global ,565.6428571428571,Sun Duration,700.0
2021-05-09,Global ,349.1428571428572,Sun Duration,270.0
2021-05-10,Global ,548.2142857142857,Sun Duration,680.0
2021-05-11,Global ,578.6428571428571,Sun Duration,750.0
2021-05-12,Global ,594.4285714285714,Sun Duration,740.0
2021-05-13,Global ,596.7142857142857,Sun Duration,730.0
2021-05-14,Global ,599.0,Sun Duration,720.0
2021-05-15,Global ,612.4285714285714,Sun Duration,760.0
2021-05-16,Global ,589.2857142857143,Sun Duration,770.0
2021-05-17,Global ,584.5714285714286,Sun Duration,730.0
2021-05-18,Global ,579.0714285714286,Sun Duration,650.0
2021-05-19,Global ,606.9285714285714,Sun Duration,680.0
2021-05-20,Global ,570.2857142857143,Sun Duration,710.0
2021-05-21,Global ,552.8571428571429,Sun Duration,630.0
2021-05-22,Global ,540.6428571428571,Sun Duration,680.0
2021-05-23,Global ,604.1428571428571,Sun Duration,740.0
2021-05-24,Global ,605.7142857142857,Sun Duration,780.0
2021-05-25,Global ,594.7142857142857,Sun Duration,770.0
2021-05-26,Global ,611.6428571428571,Sun Duration,775.0
2021-05-27,Global ,614.2142857142857,Sun Duration,780.0
2021-05-28,Global ,552.7857142857143,Sun Duration,640.0
2021-05-29,Global ,583.4285714285714,Sun Duration,710.0
2021-05-30,Global ,607.1428571428571,Sun Duration,760.0
2021-05-31,Global ,573.7142857142857,Sun Duration,670.0
2021-06-01,Global ,605.5,Sun Duration,700.0
2021-06-02,Global ,515.0714285714286,Sun Duration,730.0
2021-06-03,Global ,622.0,Sun Duration,790.0
2021-06-04,Global ,589.7142857142857,Sun Duration,740.0
2021-06-05,Global ,616.6428571428571,Sun Duration,770.0
2021-06-06,Global ,626.1428571428571,Sun Duration,765.0
2021-06-07,Global ,619.5714285714286,Sun Duration,760.0
2021-06-08,Global ,626.2142857142857,Sun Duration,765.0
2021-06-09,Global ,587.1428571428571,Sun Duration,770.0
2021-06-10,Global ,568.0714285714286,Sun Duration,730.0
2021-06-11,Global ,601.0,Sun Duration,770.0
2021-06-12,Global ,594.3571428571429,Sun Duration,790.0
2021-06-13,Global ,587.6428571428571,Sun Duration,760.0
2021-06-14,Global ,570.3571428571429,Sun Duration,710.0
2021-06-15,Global ,576.5,Sun Duration,690.0
2021-06-16,Global ,484.6428571428572,Sun Duration,700.0
2021-06-17,Global ,562.9285714285714,Sun Duration,750.0
2021-06-18,Global ,600.5,Sun Duration,780.0
2021-06-19,Global ,585.0,Sun Duration,710.0
2021-06-20,Global ,600.5714285714286,Sun Duration,750.0
2021-06-21,Global ,611.1428571428571,Sun Duration,780.0
2021-06-22,Global ,563.1428571428571,Sun Duration,700.0
2021-06-23,Global ,544.7142857142857,Sun Duration,640.0
2021-06-24,Global ,606.1428571428571,Sun Duration,650.7142857142857
2021-06-25,Global ,614.0714285714286,Sun Duration,661.4285714285714
2021-06-26,Global ,603.0,Sun Duration,672.1428571428571
2021-06-27,Global ,605.3571428571429,Sun Duration,682.8571428571428
2021-06-28,Global ,605.9285714285714,Sun Duration,693.5714285714284
2021-06-29,Global ,604.2857142857143,Sun Duration,704.2857142857142
2021-06-30,Global ,602.0,Sun Duration,715.0
2021-07-01,Global ,607.8571428571429,Sun Duration,725.7142857142857
2021-07-02,Global ,609.8571428571429,Sun Duration,736.4285714285713
2021-07-03,Global ,605.2142857142857,Sun Duration,747.1428571428571
2021-07-04,Global ,551.5714285714286,Sun Duration,757.8571428571428
2021-07-05,Global ,588.2142857142857,Sun Duration,768.5714285714286
2021-07-06,Global ,578.0714285714286,Sun Duration,779.2857142857142
2021-07-07,Global ,606.0,Sun Duration,790.0
2021-07-08,Global ,601.0714285714286,Sun Duration,780.0
2021-07-09,Global ,606.9285714285714,Sun Duration,800.0
2021-07-10,Global ,598.0,Sun Duration,750.0
2021-07-11,Global ,601.8571428571429,Sun Duration,780.0
2021-07-12,Global ,583.7142857142857,Sun Duration,770.0
2021-07-13,Global ,608.2142857142857,Sun Duration,780.0
2021-07-14,Global ,577.2142857142857,Sun Duration,730.0
2021-07-15,Global ,593.5,Sun Duration,780.0
2021-07-16,Global ,588.5714285714286,Sun Duration,780.0
2021-07-17,Global ,598.0,Sun Duration,790.0
2021-07-18,Global ,595.2142857142857,Sun Duration,790.0
2021-07-19,Global ,562.0714285714286,Sun Duration,700.0
2021-07-20,Global ,555.8571428571429,Sun Duration,710.0
2021-07-21,Global ,514.2142857142857,Sun Duration,710.0
2021-07-22,Global ,497.8571428571428,Sun Duration,680.0
2021-07-23,Global ,507.3571428571428,Sun Duration,660.0
2021-07-24,Global ,483.07142857142856,Sun Duration,550.0
2021-07-25,Global ,431.9285714285714,Sun Duration,400.0
2021-07-26,Global ,538.4285714285714,Sun Duration,650.0
2021-07-27,Global ,566.7142857142857,Sun Duration,750.0
2021-07-28,Global ,581.0,Sun Duration,780.0
2021-07-29,Global ,574.7142857142857,Sun Duration,730.0
2021-07-30,Global ,529.4285714285714,Sun Duration,740.0
2021-07-31,Global ,566.7857142857143,Sun Duration,760.0
2021-08-01,Global ,569.9285714285714,Sun Duration,760.0
2021-08-02,Global ,562.3571428571429,Sun Duration,760.0
2021-08-03,Global ,561.0,Sun Duration,760.0
2021-08-04,Global ,558.5,Sun Duration,760.0
2021-08-05,Global ,544.7142857142857,Sun Duration,750.0
2021-08-06,Global ,537.3571428571429,Sun Duration,730.0
2021-08-07,Global ,540.2857142857143,Sun Duration,720.0
2021-08-08,Global ,493.07142857142856,Sun Duration,470.0
2021-08-09,Global ,538.8571428571429,Sun Duration,540.0
2021-08-10,Global ,536.7857142857143,Sun Duration,610.0
2021-08-11,Global ,552.9285714285714,Sun Duration,680.0
2021-08-12,Global ,551.4285714285714,Sun Duration,750.0
2021-08-13,Global ,540.6428571428571,Sun Duration,740.0
2021-08-14,Global ,546.5,Sun Duration,730.0
2021-08-15,Global ,547.0,Sun Duration,730.0
2021-08-16,Global ,533.7857142857143,Sun Duration,720.0
2021-08-17,Global ,535.4285714285714,Sun Duration,700.0
2021-08-18,Global ,546.2142857142857,Sun Duration,740.0
2021-08-19,Global ,552.1428571428571,Sun Duration,740.0
2021-08-20,Global ,525.7142857142857,Sun Duration,720.0
2021-08-21,Global ,508.7857142857143,Sun Duration,650.0
2021-08-22,Global ,525.1428571428571,Sun Duration,670.0
2021-08-23,Global ,541.2857142857143,Sun Duration,730.0
2021-08-24,Global ,537.0714285714286,Sun Duration,730.0
2021-08-25,Global ,524.0,Sun Duration,720.0
2021-08-26,Global ,495.2142857142857,Sun Duration,690.0
2021-08-27,Global ,483.2857142857143,Sun Duration,660.0
2021-08-28,Global ,488.5,Sun Duration,670.0
2021-08-29,Global ,513.0,Sun Duration,650.0
2021-08-30,Global ,486.0,Sun Duration,675.0
2021-08-31,Global ,511.4285714285714,Sun Duration,700.0
2021-09-01,Global ,467.07142857142856,Sun Duration,620.0
2021-09-02,Global ,492.7142857142857,Sun Duration,670.0
2021-09-03,Global ,490.2142857142857,Sun Duration,690.0
2021-09-04,Global ,501.57142857142856,Sun Duration,670.0
2021-09-05,Global ,479.7142857142857,Sun Duration,680.0
2021-09-06,Global ,482.1428571428572,Sun Duration,700.0
2021-09-07,Global ,392.0,Sun Duration,580.0
2021-09-08,Global ,489.0,Sun Duration,625.0
2021-09-09,Global ,473.2857142857143,Sun Duration,670.0
2021-09-10,Global ,343.5,Sun Duration,530.0
2021-09-11,Global ,374.0,Sun Duration,620.0
2021-09-12,Global ,373.8571428571428,Sun Duration,510.0
2021-09-13,Global ,458.1428571428572,Sun Duration,680.0
2021-09-14,Global ,410.57142857142856,Sun Duration,675.2941176470588
2021-09-15,Global ,386.5,Sun Duration,670.5882352941177
2021-09-16,Global ,385.5,Sun Duration,665.8823529411765
2021-09-17,Global ,383.07142857142856,Sun Duration,661.1764705882354
2021-09-18,Global ,463.7142857142857,Sun Duration,656.470588235294
2021-09-19,Global ,454.4285714285714,Sun Duration,651.7647058823529
2021-09-20,Global ,446.3571428571428,Sun Duration,647.0588235294117
2021-09-21,Global ,450.0,Sun Duration,642.3529411764706
2021-09-22,Global ,419.57142857142856,Sun Duration,637.6470588235294
2021-09-23,Global ,354.35714285714283,Sun Duration,632.9411764705883
2021-09-24,Global ,376.2857142857143,Sun Duration,628.2352941176471
2021-09-25,Global ,450.8571428571428,Sun Duration,623.5294117647059
2021-09-26,Global ,440.8571428571428,Sun Duration,618.8235294117646
2021-09-27,Global ,345.57142857142856,Sun Duration,614.1176470588234
2021-09-28,Global ,418.0,Sun Duration,609.4117647058823
2021-09-29,Global ,399.2857142857143,Sun Duration,604.7058823529412
2021-09-30,Global ,387.5,Sun Duration,600.0
2021-10-01,Global ,411.2142857142857,Sun Duration,620.0
2021-10-02,Global ,314.42857142857144,Sun Duration,490.0
2021-10-03,Global ,330.42857142857144,Sun Duration,490.0
2021-10-04,Global ,414.3571428571428,Sun Duration,650.0
2021-10-05,Global ,311.92857142857144,Sun Duration,520.0
2021-10-06,Global ,409.8571428571428,Sun Duration,640.0
2021-10-07,Global ,414.0,Sun Duration,660.0
2021-10-08,Global ,385.07142857142856,Sun Duration,640.0
2021-10-09,Global ,345.5,Sun Duration,530.0
2021-10-10,Global ,377.2142857142857,Sun Duration,600.0
2021-10-11,Global ,391.7857142857143,Sun Duration,640.0
2021-10-12,Global ,218.07142857142856,Sun Duration,270.0
2021-10-13,Global ,308.6428571428572,Sun Duration,490.0
2021-10-14,Global ,357.35714285714283,Sun Duration,610.0
2021-10-15,Global ,355.1428571428572,Sun Duration,600.0
2021-10-16,Global ,280.7142857142857,Sun Duration,370.0
2021-10-17,Global ,301.42857142857144,Sun Duration,520.0
2021-10-18,Global ,331.0,Sun Duration,550.0
2021-10-19,Global ,316.07142857142856,Sun Duration,550.0
2021-10-20,Global ,243.0,Sun Duration,430.0
2021-10-21,Global ,319.7142857142857,Sun Duration,550.0
2021-10-22,Global ,341.85714285714283,Sun Duration,500.0
2021-10-23,Global ,327.5,Sun Duration,400.0
2021-10-24,Global ,286.07142857142856,Sun Duration,250.0
2021-10-25,Global ,163.92857142857142,Sun Duration,230.0
2021-10-26,Global ,284.2142857142857,Sun Duration,510.0
2021-10-27,Global ,323.35714285714283,Sun Duration,590.0
2021-10-28,Global ,255.3571428571429,Sun Duration,400.0
2021-10-29,Global ,301.7857142857143,Sun Duration,540.0
2021-10-30,Global ,282.1428571428572,Sun Duration,490.0
2021-10-31,Global ,160.07142857142858,Sun Duration,70.0
2021-11-01,Global ,144.07142857142858,Sun Duration,20.0
2021-11-02,Global ,211.2142857142857,Sun Duration,370.0
2021-11-03,Global ,214.14285714285717,Sun Duration,460.0
2021-11-04,Global ,317.7857142857143,Sun Duration,580.0
2021-11-05,Global ,313.1428571428572,Sun Duration,580.0
2021-11-06,Global ,314.2142857142857,Sun Duration,570.0
2021-11-07,Global ,310.2857142857143,Sun Duration,570.0
2021-11-08,Global ,308.07142857142856,Sun Duration,560.0
2021-11-09,Global ,303.2142857142857,Sun Duration,560.0
2021-11-10,Global ,298.85714285714283,Sun Duration,550.0
2021-11-11,Global ,294.57142857142856,Sun Duration,560.0
2021-11-12,Global ,282.2142857142857,Sun Duration,550.0
2021-11-13,Global ,275.57142857142856,Sun Duration,520.0
2021-11-14,Global ,221.07142857142856,Sun Duration,320.0
2021-11-15,Global ,251.0,Sun Duration,490.0
2021-11-16,Global ,257.1428571428572,Sun Duration,30.0
2021-11-17,Global ,213.5,Sun Duration,350.0
2021-11-18,Global ,211.0,Sun Duration,470.0
2021-11-19,Global ,142.07142857142858,Sun Duration,130.0
2021-11-20,Global ,76.35714285714286,Sun Duration,50.0
2021-11-21,Global ,213.14285714285717,Sun Duration,400.0
2021-11-22,Global ,227.0,Sun Duration,420.0
2021-11-23,Global ,260.85714285714283,Sun Duration,530.0
2021-11-24,Global ,251.7142857142857,Sun Duration,520.0
2021-11-25,Global ,208.2142857142857,Sun Duration,320.0
2021-11-26,Global ,245.28571428571428,Sun Duration,510.0
2021-11-27,Global ,249.07142857142856,Sun Duration,510.0
2021-11-28,Global ,251.2142857142857,Sun Duration,520.0
2021-11-29,Global ,230.92857142857144,Sun Duration,480.0
2021-11-30,Global ,225.92857142857144,Sun Duration,460.0
2021-12-01,Global ,96.92857142857144,Sun Duration,20.0
2021-12-02,Global ,129.14285714285714,Sun Duration,230.0
2021-12-03,Global ,194.7142857142857,Sun Duration,234.2
2021-12-04,Global ,147.64285714285714,Sun Duration,238.4
2021-12-05,Global ,168.64285714285714,Sun Duration,242.6
2021-12-06,Global ,206.28571428571428,Sun Duration,246.8
2021-12-07,Global ,62.92857142857143,Sun Duration,251.0
2021-12-08,Global ,129.0,Sun Duration,255.2
2021-12-09,Global ,188.42857142857144,Sun Duration,259.4
2021-12-10,Global ,239.07142857142856,Sun Duration,263.6
2021-12-11,Global ,243.7142857142857,Sun Duration,267.8
2021-12-12,Global ,190.28571428571428,Sun Duration,272.0
2021-12-13,Global ,175.28571428571428,Sun Duration,276.2
2021-12-14,Global ,206.57142857142856,Sun Duration,280.4
2021-12-15,Global ,128.5,Sun Duration,284.6
2021-12-16,Global ,137.64285714285714,Sun Duration,288.8
2021-12-17,Global ,113.92857142857144,Sun Duration,293.0
2021-12-18,Global ,85.21428571428571,Sun Duration,297.20000000000005
2021-12-19,Global ,196.14285714285717,Sun Duration,301.40000000000003
2021-12-20,Global ,60.5,Sun Duration,305.6
2021-12-21,Global ,207.7142857142857,Sun Duration,309.79999999999995
2021-12-22,Global ,118.5,Sun Duration,314.0
2021-12-23,Global ,110.5,Sun Duration,318.19999999999993
2021-12-24,Global ,81.64285714285714,Sun Duration,322.4
2021-12-25,Global ,164.57142857142858,Sun Duration,326.6
2021-12-26,Global ,245.28571428571428,Sun Duration,330.8
2021-12-27,Global ,244.07142857142856,Sun Duration,335.0
2021-12-28,Global ,118.42857142857144,Sun Duration,339.2
2021-12-29,Global ,164.0,Sun Duration,343.40000000000003
2021-12-30,Global ,178.85714285714286,Sun Duration,347.6
2021-12-31,Global ,215.0,Sun Duration,351.79999999999995
2022-01-01,Global ,107.78571428571428,Sun Duration,356.0
2022-01-02,Global ,220.92857142857144,Sun Duration,360.20000000000005
2022-01-03,Global ,239.7142857142857,Sun Duration,364.4
2022-01-04,Global ,107.14285714285714,Sun Duration,368.6
2022-01-05,Global ,95.85714285714286,Sun Duration,372.80000000000007
2022-01-06,Global ,254.0,Sun Duration,377.00000000000006
2022-01-07,Global ,257.57142857142856,Sun Duration,381.2000000000001
2022-01-08,Global ,262.2857142857143,Sun Duration,385.4
2022-01-09,Global ,231.78571428571428,Sun Duration,389.6
2022-01-10,Global ,237.3571428571429,Sun Duration,393.8
2022-01-11,Global ,252.2142857142857,Sun Duration,398.0
2022-01-12,Global ,234.92857142857144,Sun Duration,402.2
2022-01-13,Global ,195.92857142857144,Sun Duration,406.4
2022-01-14,Global ,116.78571428571428,Sun Duration,410.6
2022-01-15,Global ,175.21428571428572,Sun Duration,414.8
2022-01-16,Global ,50.85714285714285,Sun Duration,419.0
2022-01-17,Global ,285.5,Sun Duration,423.2
2022-01-18,Global ,244.28571428571428,Sun Duration,427.4
2022-01-19,Global ,80.64285714285714,Sun Duration,431.6
2022-01-20,Global ,218.8571428571429,Sun Duration,435.8
2022-01-21,Global ,259.1428571428572,Sun Duration,440.0
2022-01-22,Global ,291.2857142857143,Sun Duration,540.0
2022-01-23,Global ,90.14285714285714,Sun Duration,140.0
2022-01-24,Global ,45.142857142857146,Sun Duration,325.0
2022-01-25,Global ,290.0,Sun Duration,510.0
2022-01-26,Global ,71.57142857142857,Sun Duration,30.0
2022-01-27,Global ,179.78571428571428,Sun Duration,250.0
2022-01-28,Global ,113.21428571428572,Sun Duration,90.0
2022-01-29,Global ,151.57142857142858,Sun Duration,100.0
2022-01-30,Global ,293.07142857142856,Sun Duration,550.0
2022-01-31,Global ,223.92857142857144,Sun Duration,360.0
2022-02-01,Global ,238.2142857142857,Sun Duration,330.0
2022-02-02,Global ,302.2142857142857,Sun Duration,530.0
2022-02-03,Global ,294.07142857142856,Sun Duration,500.0
2022-02-04,Global ,97.78571428571428,Sun Duration,30.0
2022-02-05,Global ,183.42857142857144,Sun Duration,200.0
2022-02-06,Global ,186.42857142857144,Sun Duration,290.0
2022-02-07,Global ,210.64285714285717,Sun Duration,290.0
2022-02-08,Global ,320.46153846153845,Sun Duration,590.0
2022-02-09,Global ,196.3571428571429,Sun Duration,300.0
2022-02-10,Global ,229.14285714285717,Sun Duration,340.0
2022-02-11,Global ,311.0,Sun Duration,530.0
2022-02-12,Global ,347.0,Sun Duration,600.0
2022-02-13,Global ,356.57142857142856,Sun Duration,610.0
2022-02-14,Global ,209.42857142857144,Sun Duration,300.0
2022-02-15,Global ,232.5,Sun Duration,270.0
2022-02-16,Global ,356.85714285714283,Sun Duration,580.0
2022-02-17,Global ,280.1428571428572,Sun Duration,320.0
2022-02-18,Global ,346.7857142857143,Sun Duration,570.0
2022-02-19,Global ,151.71428571428572,Sun Duration,10.0
2022-02-20,Global ,283.7142857142857,Sun Duration,520.0
2022-02-21,Global ,198.28571428571428,Sun Duration,180.0
2022-02-22,Global ,275.35714285714283,Sun Duration,260.0
2022-02-23,Global ,349.92857142857144,Sun Duration,570.0
2022-02-24,Global ,116.42857142857144,Sun Duration,390.0
2022-02-25,Global ,102.14285714285714,Sun Duration,210.0
2022-02-26,Global ,149.28571428571428,Sun Duration,30.0
2022-02-27,Global ,215.7142857142857,Sun Duration,240.0
2022-02-28,Global ,257.42857142857144,Sun Duration,300.0
2022-03-01,Global ,313.1428571428572,Sun Duration,350.0
2022-03-02,Global ,228.2142857142857,Sun Duration,150.0
2022-03-03,Global ,202.92857142857144,Sun Duration,310.0
2022-03-04,Global ,338.7142857142857,Sun Duration,470.0
2022-03-05,Global ,379.4285714285714,Sun Duration,600.0
2022-03-06,Global ,232.0,Sun Duration,270.0
2022-03-07,Global ,333.1428571428572,Sun Duration,510.0
2022-03-08,Global ,235.14285714285717,Sun Duration,220.0
2022-03-09,Global ,120.07142857142856,Sun Duration,220.0
2022-03-10,Global ,199.2142857142857,Sun Duration,220.0
2022-03-11,Global ,176.57142857142858,Sun Duration,110.0
2022-03-12,Global ,306.42857142857144,Sun Duration,280.0
2022-03-13,Global ,223.5,Sun Duration,140.0
2022-03-14,Global ,206.28571428571428,Sun Duration,200.0
2022-03-15,Global ,319.0,Sun Duration,420.0
2022-03-16,Global ,397.07142857142856,Sun Duration,380.0
2022-03-17,Global ,329.6428571428572,Sun Duration,290.0
2022-03-18,Global ,319.07142857142856,Sun Duration,240.0
2022-03-19,Global ,216.2142857142857,Sun Duration,10.0
2022-03-20,Global ,324.5,Sun Duration,150.0
2022-03-21,Global ,287.42857142857144,Sun Duration,290.0
2022-03-22,Global ,452.2857142857143,Sun Duration,640.0
2022-03-23,Global ,148.0,Sun Duration,70.0
2022-03-24,Global ,173.92857142857142,Sun Duration,140.0
2022-03-25,Global ,323.2857142857143,Sun Duration,390.0
2022-03-26,Global ,475.9285714285714,Sun Duration,650.0
2022-03-27,Global ,406.7857142857143,Sun Duration,640.0
2022-03-28,Global ,428.25,Sun Duration,630.0
2022-03-29,Global ,435.7142857142857,Sun Duration,620.0
2022-03-30,Global ,483.57142857142856,Sun Duration,620.0
2022-03-31,Global ,479.9285714285714,Sun Duration,620.0
2022-04-01,Global ,478.7142857142857,Sun Duration,630.0
2022-04-02,Global ,433.2857142857143,Sun Duration,470.0
2022-04-03,Global ,422.5,Sun Duration,560.0
2022-04-04,Global ,495.7857142857143,Sun Duration,650.0
2022-04-05,Global ,472.9285714285714,Sun Duration,650.0
2022-04-06,Global ,475.07142857142856,Sun Duration,590.0
2022-04-07,Global ,452.2857142857143,Sun Duration,520.0
2022-04-08,Global ,274.5,Sun Duration,110.0
2022-04-09,Global ,479.7142857142857,Sun Duration,610.0
2022-04-10,Global ,494.2142857142857,Sun Duration,630.0
2022-04-11,Global ,491.3571428571428,Sun Duration,570.0
2022-04-12,Global ,337.92857142857144,Sun Duration,380.0
2022-04-13,Global ,523.3571428571429,Sun Duration,600.0
2022-04-14,Global ,548.0714285714286,Sun Duration,730.0
2022-04-15,Global ,547.2142857142857,Sun Duration,700.0
2022-04-16,Global ,490.8571428571428,Sun Duration,490.0
2022-04-17,Global ,471.1428571428572,Sun Duration,610.0
2022-04-18,Global ,372.9285714285714,Sun Duration,320.0
2022-04-19,Global ,417.3571428571428,Sun Duration,400.0
